entry_idx,entry_time,entry_price,exit_idx,exit_time,exit_price,exit_reason,roi,roi_pct,pnl,minutes_held,max_price,min_price,max_gain_pct,max_loss_pct
1620,2026-02-01 23:00:00+00:00,99.67728817181512,1740,2026-02-02 01:00:00+00:00,102.4806866804318,TIMEOUT,0.02812474697129023,2.8124746971290233,28.124746971290232,120,102.7555950198935,98.2058706083802,3.0882730705637416,-1.476181375338606
1621,2026-02-01 23:01:00+00:00,99.48646412872604,1741,2026-02-02 01:01:00+00:00,102.36703111689916,TIMEOUT,0.028954360911308846,2.8954360911308847,28.954360911308846,120,102.7555950198935,98.2058706083802,3.2860057092164006,-1.2872037734589499
1622,2026-02-01 23:02:00+00:00,98.85109354712804,1742,2026-02-02 01:02:00+00:00,101.81896667268802,TIMEOUT,0.030023675197331214,3.0023675197331214,30.023675197331215,120,102.7555950198935,98.2058706083802,3.949881921037078,-0.6527221051330448
1627,2026-02-01 23:07:00+00:00,99.62513312339031,1747,2026-02-02 01:07:00+00:00,100.76760741714564,TIMEOUT,0.011467731665064082,1.1467731665064083,11.467731665064083,120,102.7555950198935,98.91723788852674,3.1422411176364213,-0.7105588847613485
1630,2026-02-01 23:10:00+00:00,99.6269498076322,1748,2026-02-02 01:08:00+00:00,100.64710672112888,ROLLING_STOP,0.010239768611469881,1.0239768611469882,10.23976861146988,118,102.7555950198935,98.91723788852674,3.140360332522823,-0.7123694145769074
1633,2026-02-01 23:13:00+00:00,99.52019802915152,1748,2026-02-02 01:08:00+00:00,100.64710672112888,ROLLING_STOP,0.01132341689721385,1.132341689721385,11.32341689721385,115,102.7555950198935,98.91723788852674,3.250995330409486,-0.605867102925332
1884,2026-02-02 03:24:00+00:00,96.66198062823742,1939,2026-02-02 04:19:00+00:00,100.52845985336691,TP_HIT,0.03999999999999999,3.9999999999999987,39.999999999999986,55,100.7282921947357,96.2305693720814,4.206733133409862,-0.4463091417661109
1883,2026-02-02 03:23:00+00:00,96.97701945001288,1940,2026-02-02 04:20:00+00:00,100.85610022801339,TP_HIT,0.03999999999999999,3.9999999999999987,39.999999999999986,57,100.95626074429067,96.2305693720814,4.103282733213833,-0.7697185190520632
1877,2026-02-02 03:17:00+00:00,97.2653561808112,1944,2026-02-02 04:24:00+00:00,101.15597042804364,TP_HIT,0.040000000000000015,4.000000000000002,40.000000000000014,67,101.21866200610248,96.2305693720814,4.06445417003593,-1.0638801412562318
1878,2026-02-02 03:18:00+00:00,97.15958972891704,1944,2026-02-02 04:24:00+00:00,101.04597331807372,TP_HIT,0.03999999999999998,3.9999999999999982,39.99999999999998,66,101.21866200610248,96.2305693720814,4.177737152359915,-0.9561797856780546
1880,2026-02-02 03:20:00+00:00,97.3236701047843,1944,2026-02-02 04:24:00+00:00,101.21661690897568,TP_HIT,0.040000000000000105,4.000000000000011,40.00000000000011,64,101.21866200610248,96.2305693720814,4.002101335805159,-1.1231602050415876
1881,2026-02-02 03:21:00+00:00,97.11880276528058,1944,2026-02-02 04:24:00+00:00,101.00355487589181,TP_HIT,0.040000000000000084,4.000000000000008,40.000000000000085,63,101.21866200610248,96.2305693720814,4.221488655220095,-0.9145843728591667
